0;2
0;3
0;8
0;9
0;11
0;12
0;14
1;16
1;18
1;19
1;4
1;9
1;13
2;0
2;17
2;3
2;4
2;5
2;9
2;10
2;13
3;0
3;16
3;2
3;19
3;4
3;7
3;8
3;10
3;12
3;18
4;16
4;1
4;2
4;3
4;5
4;17
4;8
4;11
4;12
4;18
4;14
5;16
5;2
5;19
5;4
5;6
5;7
5;8
5;9
5;10
5;11
5;15
6;8
6;17
6;15
6;5
6;13
7;8
7;11
7;18
7;3
7;5
8;0
8;3
8;4
8;5
8;6
8;7
8;9
8;10
8;11
8;12
8;13
8;17
8;19
9;0
9;1
9;2
9;5
9;17
9;8
9;11
9;12
9;18
10;19
10;17
10;2
10;3
10;5
10;8
10;18
10;12
10;13
10;14
11;0
11;17
11;19
11;4
11;5
11;7
11;8
11;9
11;15
12;0
12;17
12;3
12;4
12;8
12;9
12;10
12;13
12;15
13;16
13;1
13;2
13;19
13;6
13;8
13;10
13;12
13;18
13;14
14;0
14;17
14;19
14;4
14;10
14;13
14;15
15;18
15;5
15;6
15;11
15;12
15;14
16;1
16;18
16;3
16;4
16;5
16;17
16;13
17;16
17;2
17;4
17;6
17;8
17;9
17;10
17;11
17;12
17;14
18;16
18;1
18;3
18;4
18;19
18;7
18;9
18;10
18;13
18;15
19;1
19;18
19;3
19;5
19;8
19;10
19;11
19;13
19;14
