0;8
0;19
0;4
0;6
1;16
1;18
1;19
1;14
1;7
2;8
2;3
2;4
2;5
2;7
3;18
3;2
3;11
3;5
4;0
4;2
5;2
5;3
5;8
5;10
5;13
5;14
6;0
6;19
6;11
6;12
7;1
7;2
7;19
7;10
7;14
8;0
8;16
8;2
8;19
8;5
8;9
8;10
8;11
8;18
9;8
9;10
10;16
10;5
10;7
10;8
10;9
10;11
10;15
11;16
11;17
11;3
11;6
11;8
11;10
11;14
11;15
12;16
12;6
12;15
13;16
13;19
13;5
14;16
14;1
14;18
14;5
14;7
14;11
15;17
15;10
15;11
15;12
15;18
16;1
16;19
16;8
16;10
16;11
16;12
16;13
16;14
17;18
17;11
17;15
18;19
18;1
18;3
18;17
18;8
18;14
18;15
19;0
19;1
19;18
19;6
19;7
19;8
19;13
19;16
