0;19
0;3
0;4
0;7
0;9
0;10
0;11
1;18
1;19
1;4
1;6
1;7
1;8
1;10
1;11
1;12
2;19
2;4
2;5
2;6
2;10
2;13
2;15
3;0
3;9
3;5
3;16
3;17
4;0
4;1
4;2
4;5
4;8
4;9
4;10
4;12
4;14
4;15
4;18
4;19
5;19
5;2
5;3
5;4
5;9
5;12
5;18
6;16
6;1
6;2
6;8
6;11
6;14
6;15
7;0
7;1
7;19
7;16
7;11
7;12
7;13
7;14
8;16
8;1
8;4
8;6
8;10
8;14
9;0
9;17
9;3
9;4
9;5
9;15
10;0
10;1
10;2
10;4
10;16
10;8
10;18
11;0
11;1
11;6
11;7
12;16
12;1
12;4
12;5
12;7
12;13
12;15
13;16
13;2
13;12
13;7
14;8
14;18
14;4
14;6
14;7
15;9
15;2
15;4
15;6
15;12
16;3
16;6
16;7
16;8
16;10
16;12
16;13
17;19
17;9
17;18
17;3
18;1
18;4
18;5
18;17
18;10
18;14
19;0
19;1
19;2
19;4
19;5
19;7
19;17
