0;1
0;5
0;17
0;12
0;14
0;15
1;0
1;18
1;3
1;4
1;8
1;9
2;16
2;10
2;3
2;4
2;15
3;16
3;1
3;2
3;4
3;5
3;6
3;8
3;18
3;11
3;13
3;15
4;1
4;2
4;3
4;6
4;8
4;11
4;13
5;0
5;9
5;3
5;15
5;7
6;19
6;3
6;4
6;10
6;12
6;14
7;16
7;17
7;18
7;5
7;8
7;12
7;15
8;16
8;1
8;3
8;4
8;7
8;10
8;11
9;1
9;10
9;5
9;14
10;2
10;6
10;8
10;9
10;12
10;18
10;14
11;3
11;4
11;8
11;12
11;14
11;15
12;0
12;17
12;6
12;7
12;10
12;11
12;14
13;16
13;3
13;4
13;14
14;0
14;17
14;6
14;9
14;10
14;11
14;12
14;13
14;15
15;0
15;17
15;2
15;3
15;5
15;19
15;7
15;11
15;18
15;14
16;17
16;2
16;3
16;7
16;8
16;13
17;0
17;16
17;18
17;7
17;12
17;14
17;15
18;1
18;3
18;17
18;7
18;10
18;15
19;6
19;15
