0;1
0;19
0;7
0;8
0;10
0;11
0;14
0;15
1;0
1;3
1;4
1;7
1;8
1;9
1;10
1;12
1;14
1;15
1;16
1;19
2;11
2;3
2;14
2;7
3;1
3;2
3;5
3;7
3;18
3;13
3;14
4;1
4;17
4;5
4;6
4;7
4;8
4;10
5;16
5;19
5;3
5;4
5;6
5;8
5;9
5;10
5;15
6;19
6;4
6;5
6;7
6;9
6;11
6;12
6;13
6;15
7;0
7;1
7;2
7;3
7;4
7;6
7;10
7;12
7;13
7;16
8;0
8;1
8;10
8;4
8;5
9;1
9;19
9;5
9;6
9;12
9;13
9;15
10;0
10;1
10;4
10;5
10;16
10;7
10;8
10;17
10;14
10;15
11;0
11;2
11;14
11;6
11;15
12;16
12;1
12;6
12;7
12;9
12;14
12;15
13;9
13;3
13;14
13;6
13;7
14;0
14;1
14;2
14;3
14;19
14;10
14;11
14;12
14;13
14;15
15;0
15;1
15;5
15;6
15;9
15;10
15;11
15;12
15;14
15;16
15;18
15;19
16;1
16;17
16;5
16;7
16;10
16;12
16;15
17;16
17;10
17;19
17;4
18;3
18;15
19;0
19;1
19;5
19;6
19;17
19;9
19;14
19;15
